RoadCategory,LinkLength_km,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,AllMotorVehicles
PU,0.1,244,12696,863,1524,15986
PU,0.2,4781,54385,1976,14689,78725
PU,0.2,629,28350,356,2716,34191
PU,0.3,1418,7376,611,2209,12054
PU,0.1,2248,21247,1450,6528,33241
PU,0.3,1463,11060,405,2610,15808
PU,0.2,1977,15608,2553,4078,25359
PU,0.3,851,24080,670,4299,30309
PU,0.2,1114,15722,682,4507,23129
PU,0.1,3598,16653,1793,5170,27921
PU,1.8,1247,21120,438,4490,28799
PU,0.3,5215,31224,1418,10817,51114
PU,0.5,5213,47433,934,10233,65675
PU,0.2,257,12650,104,2668,16315
PU,1.5,1723,17561,627,4066,25295
PU,0.4,361,29820,1001,3767,35790
PU,0.5,223,15256,702,1924,18551
PU,0.4,52,4155,249,654,5210
PR,0.6,289,16930,216,2628,22361
PU,1.3,878,12844,1043,3076,18377
TM,0.1,1037,110064,884,11776,129786
PU,0.9,265,11732,397,1050,13719
PU,0.2,350,23674,515,2718,28284
PU,0.1,1604,17319,1614,4409,25789
PU,0.6,291,13226,683,2318,16897
PU,1.6,173,23426,396,2800,27176
PU,0.7,2868,11985,706,3153,19196
PU,1.3,4701,106014,1438,15014,130431
PU,0.2,1171,13088,2335,3182,20701
PU,2.1,1765,63173,444,14651,90655
PU,1.3,695,41415,342,7922,55686
PU,0.2,277,11265,379,1618,13576
PU,0.2,1427,8254,1573,3154,14965
PU,0.6,1618,10601,194,2030,14956
PU,0.5,1577,12644,696,3617,19536
PU,1,125,13572,212,1254,15621
PU,0.1,1580,24903,975,3687,32068
PU,0.3,165,8951,322,1256,11048
PU,0.1,740,28728,795,3615,34456
PU,0.3,624,32946,1559,2847,39046
PU,3.7,448,14652,233,3551,21635
PU,1.4,108,10699,632,844,12475
PU,0.3,1515,23584,80,1217,26651
PU,1.1,313,18630,278,3735,23745
PU,0.7,475,38365,230,5711,47352
PU,2,368,37123,477,3650,43882
PU,0.5,3159,22981,298,6630,34840
PU,0.4,128,10824,1115,1259,13566
PU,0.4,436,12043,442,1656,14794
PU,4.1,308,9975,907,1351,12971
PU,0.6,633,17676,1451,3015,23237
PU,0.5,530,23697,168,3677,29468
TM,8.4,1640,72367,743,8488,86151
PU,0.6,1873,12269,761,4260,19646
PU,0.2,960,71593,583,14842,92208
PU,0.9,774,43612,728,5592,52492
PU,0.3,1280,6796,116,3625,12462
PU,2.6,1305,22355,306,4871,30970
PU,2.6,2560,63856,668,15376,86732
PU,0.5,1616,8049,1835,2323,14320
PU,0.9,2196,16958,1845,4099,26040
PU,1.8,1295,60901,1117,7365,72951
PU,1.5,587,29521,143,5988,38463
PR,1.2,446,24991,585,3186,30559
PU,0.8,363,25142,424,3361,30204
PU,0.2,1688,22087,2176,7140,34240
PU,4.3,694,38900,656,5896,48097
PU,0.6,960,23782,3177,5019,34052
PU,0.4,1438,8798,1298,3518,15603
PU,0.5,2449,9442,1425,3553,17582
PU,0.3,3441,29487,1382,8371,44682
PU,0.2,1187,19358,913,3569,25916
PU,2.3,1918,56658,424,5942,66868
PU,0.3,380,37628,567,3910,43129
PU,0.3,458,21799,163,3366,26293
PU,1,994,42114,1396,5551,52467
PU,3.2,741,33784,363,5045,41570
PU,0.7,1160,48675,441,8544,63060
PU,0.2,2475,61690,1180,10479,84439
PU,0.4,1440,18072,208,2844,23427
PU,1.9,1431,23260,2790,3691,32292
PU,2.1,594,26631,565,3622,33027
PU,0.8,622,21593,574,3526,27507
PU,0.6,591,21472,587,3042,26405
PU,0.4,5788,62535,1675,10869,84045
PU,0.3,2388,21697,2625,3122,30443
PU,1.1,1966,26937,1729,5116,36691
PU,0.6,1725,14239,1995,4234,22753
PU,3.9,1597,106111,1007,10739,125945
PU,1.4,1160,49043,889,7363,60028
PU,0.5,779,11676,1341,1455,15658
PU,0.2,599,12492,2041,2668,18315
PU,0.4,1150,17543,841,5902,26780
PU,1.4,3640,61972,586,16147,87711
PU,0.2,666,37424,515,5597,46375
PU,0.8,512,29361,767,3347,35075
PU,0.7,1157,11459,1214,2452,16981
PU,4.3,175,17133,604,1822,20125
PU,0.2,832,16378,2936,3357,24226
PU,0.3,358,8280,2575,1549,13248
PU,0.8,308,14150,469,3320,18605
PU,0.1,493,25187,674,4426,31543
PU,3.1,123,13788,235,1788,16151
PU,1.2,138,11173,698,1577,13975
PU,0.7,200,10853,565,1914,13818
PU,0.8,80,8168,1289,959,10629
PU,1.6,251,18078,705,1945,21512
PU,2,264,16672,428,2564,20439
PU,3.8,210,14413,774,1337,17153
PU,1.9,192,15579,889,2081,19160
PU,1.8,338,19734,1036,2801,24264
PU,4.1,186,18084,111,1742,20472
PU,0.3,973,12730,354,2778,17418
PU,0.4,3740,21837,1297,6971,35256
PU,0.1,753,11367,1360,2489,17119
PU,0.6,1937,14889,837,4204,22757
PU,2.1,556,18478,374,5148,25850
PU,1.8,586,16175,294,3055,20955
PU,4.1,139,8484,248,1550,10631
PU,1.4,817,12702,1238,3816,19306
PU,0.7,263,14874,764,2411,19088
PU,2.2,137,8341,572,1465,10680
PU,1.2,369,17941,650,3138,22802
PU,2.8,198,18477,492,2224,21701
PU,4,169,13696,123,1593,16250
PU,0.4,190,14931,578,2123,18576
PU,0.4,2083,28239,133,6230,37994
PU,0.1,766,23637,1110,3917,30214
PU,1.7,242,15481,396,2135,18704
PU,1.4,457,14788,359,1897,18162
PU,0.2,416,5590,313,1453,8295
PU,2.9,509,11532,210,2628,15786
PU,1.5,1141,16337,890,3392,22518
PU,1.1,404,23046,228,4707,28890
PU,2.4,116,12114,913,1422,14776
PU,0.3,478,20218,691,2709,24911
PU,0.4,326,19512,399,2996,23687
PU,3.5,179,15619,501,1862,18513
PU,0.6,412,34842,238,3615,40008
PU,0.3,777,19282,545,3245,24962
PU,2.6,180,13446,208,1886,16517
PU,1.2,309,13975,357,2970,18344
PR,1.7,205,11483,93,1642,13759
PU,3.1,190,10322,496,1681,13163
PU,1.5,274,10153,378,1636,13146
PU,0.6,1677,12938,2906,2824,20895
PU,1.6,1213,20285,1482,3421,26550
PU,0.5,264,6654,1731,1015,9932
PU,0.6,2645,22116,696,4359,30858
PU,0.3,625,24945,1862,2510,30655
PU,0.2,593,38365,723,4662,45890
PU,0.7,500,17883,515,1621,21082
PU,2.1,104,7762,741,836,9593
PU,0.3,290,29847,515,4103,35526
PU,1.8,470,49386,505,6915,60383
PU,0.9,524,21131,569,3514,26502
PU,0.8,784,12178,696,2578,16483
PU,1.6,238,6087,226,779,7396
PU,1.2,186,11555,736,1284,14015
PU,0.5,132,9866,497,1211,12353
PU,1.6,670,61312,284,6590,70763
PU,0.4,659,5642,682,1377,8591
PU,1.5,189,13327,531,1725,16249
PU,0.9,1816,74841,707,18724,101476
PU,2.6,958,57271,330,8775,71039
PU,1.3,897,71509,642,13783,92294
PU,0.4,170,24276,1450,3082,29882
PU,2.5,81,9695,204,1207,11465
PU,0.2,160,18803,941,2707,23726
PU,0.8,4392,53199,2414,9675,72869
PU,1.2,216,16080,382,1907,18747
PU,1.7,296,8885,251,1686,11554
PU,0.9,1920,16167,1682,4803,25896
PU,0.8,740,15571,1099,2588,20759
PU,0.1,3114,23858,861,5809,34704
PU,0.7,308,7683,707,1771,10927
PU,1.2,200,15763,398,1794,18363
PU,0.3,410,4838,339,1602,7351
PU,1.8,385,20502,534,1967,23791
PU,0.4,296,9289,930,1503,12218
PU,2.1,486,22200,840,2571,26734
PU,0.6,770,14237,798,2422,18422
PU,2.4,243,17715,751,2606,21596
PU,0.7,70,7353,351,875,8882
PU,0.7,186,10251,1387,1851,14065
PU,0.7,274,14170,203,2846,18189
PR,0.8,62,6481,187,914,7850
PU,0.8,1312,17592,308,3857,23720
PU,0.4,212,9429,477,1178,11420
PU,0.4,93,1511,6,544,2237
PU,1.4,578,13620,415,2615,17578
PU,1.6,261,13742,122,1736,16736
PU,1.9,222,12497,176,2077,15581
PU,2.2,499,9506,56,2298,12625
PU,2.3,229,14231,548,1388,16679
PU,0.7,265,12396,915,1720,15593
PU,1.7,721,15048,1046,2802,20226
PU,0.8,101,8348,648,1050,10546
PU,0.8,115,19332,268,2289,22168
PU,0.2,842,15118,804,4043,21582
PU,0.4,2391,13658,1920,5763,25038
PU,0.7,763,20102,343,4455,26611
PU,1.1,1590,17305,713,3497,24169
PU,0.8,1891,15125,3156,3195,24150
PU,0.9,1977,19009,1489,4986,29958
PU,0.5,1556,15360,203,2389,19934
PU,0.5,935,16571,371,3696,22251
PU,0.3,939,13711,749,3320,19731
PU,0.9,240,8594,354,2099,12046
PU,1.3,384,15683,476,3345,20609
PU,2.1,296,5764,318,925,7580
PU,1.2,259,24471,441,2331,27927
PU,2.5,188,12630,438,1557,15158
PU,3.3,250,18303,1284,1788,22221
PU,4,197,24959,760,2365,28729
PU,3.3,198,18958,794,1926,22498
PU,2,92,11748,69,1052,13361
PU,2.5,203,12927,116,1737,15349
PU,1.5,986,9436,490,2706,14006
PU,0.9,1532,12705,1896,3640,20190
PU,2,192,19193,277,1790,21765
PU,1.5,768,8675,321,2570,13340
PU,0.6,3293,15270,744,4040,24015
PU,0.3,2202,15119,1733,2813,22710
PU,0.7,481,7476,572,1893,10898
PU,1.5,772,15160,321,5202,22238
PU,1.7,172,19091,453,1775,21862
TM,8.5,489,75741,326,15520,112423
PU,3.3,173,18353,350,2580,22059
PU,0.5,3593,79556,1172,21691,112398
PU,0.7,719,29623,1094,6053,38177
TM,3,1533,170354,1049,20933,209977
PU,0.4,718,3722,489,1189,6281
PU,0.4,1128,14167,860,3229,20310
PU,1.5,195,17250,92,2220,20216
PU,0.8,834,10652,554,2746,15794
PU,0.1,588,28221,996,5931,37384
PU,0.3,637,28598,818,3973,36203
PU,0.5,454,10790,202,2879,14761
PU,0.3,1660,8679,1108,3119,14897
PU,0.4,259,17654,56,2000,20538
PU,0.3,397,24157,682,2472,28633
PU,2.1,814,21353,325,4615,28110
PU,0.4,1811,8439,5,3321,13986
PU,0.5,2579,17935,4164,4208,29495
PU,0.2,319,2833,29,936,4283
PU,0.2,328,4517,163,1501,6813
PU,0.3,2766,20116,100,6426,30618
PU,0.4,571,6308,118,1316,8656
PU,0.4,839,9689,652,2617,14156
PU,0.2,181,4480,1595,614,7075
PU,0.3,1152,8356,119,2393,12568
PU,0.4,914,10457,406,1739,13848
PU,0.3,846,3933,399,1152,6521
PU,0.1,945,14722,1359,2641,20597
PU,0.2,2039,12969,996,3360,19910
PU,1.9,522,17734,343,2583,21751
PU,0.6,167,23662,128,3691,28384
PU,0.3,153,4207,271,357,5092
PU,0.2,1868,3943,265,1292,7796
PU,0.5,433,21916,1004,2544,26667
PU,0.2,413,33054,717,3503,38373
PU,0.1,1321,18321,204,3898,24414
PU,0.9,131,13087,597,1383,15506
PU,0.4,1126,15033,2678,3791,23536
PU,0.3,482,12080,958,2502,16887
PU,0.3,201,18990,413,3953,24366
PU,0.1,676,12228,681,3716,17896
PU,0.5,286,19447,282,1796,22567
PU,0.1,1396,32295,2100,7023,44748
PU,0.4,980,13557,1482,2056,18596
PU,0.4,3260,56927,1284,7794,70986
PU,0.1,1960,17669,1955,4849,27522
PU,0.1,3058,19454,1494,5040,29864
PU,0.2,809,28521,714,7111,38216
PU,0.3,1016,6027,577,1641,9715
PU,0.7,201,17127,108,2246,20045
PU,0.1,955,8920,20,1782,11749
PU,0.1,1452,16992,1195,5928,26884
PU,0.2,833,9866,160,1348,12474
PU,0.3,498,21505,264,3972,26661
PU,0.1,587,14303,251,1921,18324
PU,0.2,1205,15906,1361,3881,23897
PU,0.5,2153,24382,1328,8716,37827
PU,1.5,155,14519,391,1691,17160
PU,1.7,747,17024,792,2630,21827
PU,0.3,218,24107,495,2876,28491
PU,3.4,317,11995,210,1645,14491
PU,0.1,1157,11459,1214,2452,16981
PU,0.2,380,19537,409,2487,23483
PU,0.9,320,11659,419,1738,14605
PU,0.1,3578,23799,2277,6774,37506
PU,0.3,267,11264,564,1317,13890
PU,1.9,820,91804,676,12714,112317
PU,2.9,324,37338,304,4729,43455
PU,0.1,2033,24454,1555,5818,35463
PU,0.6,309,28791,845,3025,33971
PU,0.3,455,20173,417,2575,25023
PU,0.7,2035,13080,1684,3424,20889
PU,0.4,670,9046,191,2128,12491
PU,1,308,22808,2984,2520,29216
PU,0.2,475,17168,579,1971,20681
PU,1.7,256,11869,766,1391,15134
PU,0.2,116,8969,149,1099,10633
PU,0.7,520,28476,389,5005,37084
PU,0.8,484,16338,740,2742,20694
PU,1.3,277,13998,422,1949,17009
PU,1.1,273,25486,1018,2798,30591
PU,1.7,41,5869,470,832,7535
PU,2.8,245,9376,517,1562,11837
PU,0.6,107,8654,804,1446,11250
PU,0.4,1488,6649,396,2330,11106
PU,2.2,676,28085,2132,3776,35617
PU,1.9,2606,35158,452,5316,46455
TM,0.6,335,19039,107,3834,24374
TM,1.6,311,60859,2267,2605,66655
PU,0.5,5435,19245,2774,5070,33818
PU,1.1,1417,23709,1193,5121,32821
PR,1.5,907,42702,229,8087,54196
PU,0.2,5097,32423,2490,8401,49776
PU,0.4,1381,14784,668,4161,21835
PU,0.2,2173,28829,1842,5922,40022
PU,1.7,1664,24858,329,4453,32532
PU,2.1,962,93789,775,12595,112941
PU,1.1,3704,81053,1622,11397,100304
PU,1.3,1394,32755,438,5034,41116
PU,1.2,284,18035,1291,1788,22033
PU,0.5,299,25082,1463,2270,29511
PU,0.2,2109,25806,3899,10498,43426
PU,0.3,824,28186,1915,4641,36825
PU,0.2,1599,8690,2424,2156,15638
PU,4.9,682,44551,524,5112,52104
PU,1.3,814,10940,641,2417,15796
PU,0.4,1702,35468,2446,4885,45457
PU,0.2,615,34563,1092,4499,41606
PU,0.4,2230,28837,5039,6043,43089
PU,2.9,702,26277,526,4605,33716
PU,1,2778,25230,555,5599,35250
PU,0.4,717,13835,1087,2493,19111
PU,3.1,391,50015,438,4082,56705
PU,0.2,422,6168,5746,1170,13712
PU,1.3,2117,24551,1591,4023,33173
PU,1.2,2681,47365,1031,13472,68746
PU,1.3,1291,70324,559,8599,86243
PU,2.4,599,43259,717,4442,50308
PU,0.5,1459,29855,729,5579,38597
PU,0.2,734,7700,1666,1434,11829
PU,2.4,1948,77261,557,16202,100611
PU,0.9,268,9580,506,1473,12242
PU,0.5,507,19014,866,3070,23800
PU,0.4,342,32374,606,3038,37036
PU,0.8,739,12701,718,2508,17127
PU,0.8,1005,11529,1977,2239,17237
PU,0.7,632,6635,987,1569,10218
PU,0.9,833,7827,172,1812,11057
PU,2.2,234,20477,883,3913,26609
PU,0.8,515,14187,2245,2768,20232
PU,0.2,666,23862,1886,3388,30432
PU,1.4,119,17811,230,2121,20700
PU,0.4,204,15378,188,2945,19654
PU,1.6,180,9569,1004,1776,12779
PU,1.1,140,14747,972,1794,17956
PU,1.9,351,20415,319,2053,23428
PU,1,97,10849,68,926,12181
PU,1.5,192,15392,361,1350,17658
PU,2.1,145,15779,745,1960,18841
PU,1.5,42,11550,709,1838,14342
PU,3.7,145,16406,640,1796,19271
PU,1,1778,16664,915,4184,24576
PU,0.6,1740,13099,439,2966,19265
PU,0.3,1481,24217,2285,4301,33546
PU,0.2,1249,14271,1556,3920,21883
PU,0.5,584,16867,1062,4129,23039
PU,0.8,257,15449,1258,2080,19926
PU,0.7,943,34597,458,7222,45659
PU,1.9,1056,17701,568,4436,24803
PU,0.8,721,23007,1061,4851,31180
PU,0.8,296,9285,291,1821,12151
PU,1.4,128,9660,337,781,11043
PU,1.6,69,8654,494,917,10419
PU,0.6,326,12457,2224,1679,17012
PU,0.4,120,8087,613,924,9850
PU,1,451,17367,468,3348,22114
PU,0.4,275,21715,1255,2862,26619
PU,0.6,121,9017,290,1735,11464
PU,3.7,335,15108,417,2179,18249
PU,1.7,460,19958,248,3264,24415
PU,0.2,2069,21771,3487,3681,31702
PU,2,437,11407,431,1483,14299
PU,3.4,541,29138,468,3589,34686
PU,0.3,866,24315,1583,3522,30989
PU,0.3,2077,30445,2305,5313,41002
PU,0.4,113,7548,25,634,8422
PU,0.5,338,15495,608,2542,19363
PU,0.5,239,14257,136,1926,17046
PU,2.8,139,16041,488,1859,18628
PU,1.1,244,20656,124,2063,23602
PU,2,593,14696,731,3031,19289
PU,0.2,854,25701,886,4960,34315
PU,2.7,162,11246,132,1559,13367
PU,0.6,146,3948,94,771,5236
PU,0.2,2782,7919,291,3269,15218
PU,0.4,2379,17664,2313,2732,25666
PU,0.4,1907,12758,894,3414,19369
PU,2.6,773,18254,753,2142,22459
PU,1.2,341,16093,286,1351,18415
PU,1.3,380,19537,409,2487,23483
PU,2.2,321,14070,511,1811,17147
PU,1.2,422,32803,826,4174,39882
PU,1.9,280,28880,704,3734,35742
PU,0.6,215,10984,2268,1679,15566
PU,1.1,1582,17537,1829,3081,24642
PU,0.5,685,13577,912,1301,16737
PU,1.5,314,14659,473,1790,17768
PU,0.8,518,11338,270,1584,14238
PU,0.3,2768,16408,1169,5817,27050
PU,0.6,2664,22149,1228,9808,37262
PU,0.9,1763,6266,1262,2012,11626
PU,2.1,1408,18782,949,3554,25200
PU,0.7,72,16581,524,1539,19089
PU,1.2,182,23009,394,3564,27807
PU,0.5,270,26914,1014,2450,31060
PU,1.1,135,12152,1210,1513,15318
PU,0.4,455,7225,728,1909,11262
PU,1.1,854,35810,200,3993,43134
PU,2.4,909,55656,285,11644,72934
PU,1,1033,63930,639,9130,78794
PU,2,1085,75892,407,13211,98375
PU,0.6,166,13109,633,2207,17036
PU,1.1,71,16889,290,1710,19420
PU,2.1,138,16198,796,1878,19154
PU,4.7,88,15079,302,1620,17835
PU,4.3,770,13371,699,2224,17393
PU,0.6,969,13815,1209,3649,20518
PU,0.5,935,9473,577,1796,13603
PU,0.2,1682,20117,1858,4551,28988
PU,0.9,115,11814,394,1127,13684
PU,0.8,356,18622,500,2436,22346
PR,4.4,221,10290,152,2254,13528
PU,1.5,114,9908,420,2054,12966
PU,0.3,381,26087,880,3718,32072
PU,1.3,282,14517,871,2213,18662
PU,1.5,468,11177,654,2038,14775
PU,1.2,273,14572,287,2253,17872
PU,3.6,114,16737,239,2050,19577
PU,1.1,369,16926,617,3530,22449
PU,0.6,183,4854,494,778,6701
PU,1.7,212,12174,471,2261,15505
PU,2.1,669,14438,925,2189,18685
PU,0.4,137,5620,208,1107,7450
PU,1.4,121,12570,547,861,14309
PU,0.4,3898,13772,536,3643,22484
PU,0.3,4780,29591,1564,11857,49593
PU,0.1,3176,18612,2192,6445,32283
PU,0.5,3400,18718,1288,4726,29891
PU,0.1,2074,25680,784,3997,34120
PU,0.8,2783,18645,843,4640,27826
PU,0.2,1121,18343,580,4583,25551
PU,0.6,1578,14869,882,2905,20835
PU,1.3,1026,9277,782,2434,13758
PU,0.2,949,18082,554,5101,25710
PU,0.2,1430,10120,570,1913,14345
PU,1.1,142,10828,202,1843,13354
PU,0.3,371,14081,1793,2849,19666
PU,0.9,271,25069,835,2292,29417
PU,1.7,386,13090,386,3365,18101
PU,0.2,1875,16542,2351,3556,25044
PU,0.2,810,9161,1082,3080,14795
PU,1.1,286,3634,915,803,5872
PU,1.1,792,9658,1103,1769,13699
PU,0.9,802,12014,293,2467,15962
PU,0.3,2038,20450,769,3905,28440
PU,0.5,2728,11329,1483,3473,19523
PU,0.3,279,9556,487,1534,12263
PU,0.3,767,3601,1777,1228,7663
PU,0.9,178,11351,174,1481,13590
PU,0.9,955,8920,20,1782,11749
TM,3.3,518,80430,439,12853,114223
PU,0.8,357,18771,352,3097,25026
PU,0.4,417,13191,1940,1667,17621
PU,1.2,556,11309,459,2681,15272
PU,0.7,1069,22245,578,3295,27902
PU,1.2,934,16987,1468,3852,24041
PU,0.6,272,9001,322,1671,11450
PU,0.8,2133,13424,356,3867,20429
PU,0.1,544,6371,218,2272,9714
PU,0.2,1693,6624,1547,1914,12044
PU,0.4,2721,26487,53,5294,36441
PU,0.3,3613,19936,3292,4332,32247
PU,0.2,1012,17999,909,3928,24881
PU,2.3,456,29430,647,3772,35127
PU,3.4,515,20171,459,2194,24056
PU,3.3,167,14416,247,2179,17197
PU,2.1,628,24748,316,4592,31708
PU,0.3,683,6217,612,1652,9419
PU,0.2,1515,15249,1325,3779,22883
PU,1,656,12032,811,2600,16553
PU,1,437,5953,1240,1206,9432
PU,0.2,627,7587,848,1660,11285
PU,0.4,942,18928,915,3874,25762
PU,0.2,739,18509,855,3237,24050
PU,0.3,1000,8893,798,1788,12954
PU,0.2,794,4602,557,1211,7472
PU,0.3,2125,23855,1420,5600,34291
PU,0.2,610,7044,77,1670,9520
PU,0.2,726,19924,2057,3302,27102
PU,0.3,1049,17236,647,2721,22608
PU,0.4,748,11625,171,2396,15237
PU,0.6,134,9693,82,1917,12227
PU,0.3,2040,10443,5095,3630,21830
PU,0.3,743,20534,958,4012,27355
PU,0.1,1502,16631,623,2764,22053
PU,0.2,1289,19949,1382,5006,28170
PU,0.4,993,36693,307,4685,45045
PU,0.7,461,12886,701,2441,17036
PU,0.9,1993,65528,247,9764,79910
PU,0.4,569,12200,1145,2825,17176
PU,0.2,4086,29255,1252,11423,48784
PU,0.3,1421,5992,1244,1645,10766
PU,0.3,438,27062,945,4948,34203
PU,0.1,848,18897,557,3113,24465
PU,0.4,1017,8919,1455,2222,14156
PU,0.3,292,22287,1705,2701,28023
PU,0.3,2462,19823,3734,3788,30960
PU,0.1,52,4155,249,654,5210
PU,0.8,301,25059,266,2608,29545
PU,0.3,189,14985,81,1747,17567
PU,0.5,3891,24759,2049,4803,36059
PU,0.3,810,3788,1090,1171,7187
PU,0.8,248,8983,832,2363,12809
PU,0.3,115,19332,268,2289,22168
PU,0.2,791,3986,19,1466,6514
PU,0.3,1291,70324,559,8599,86243
PU,1.9,96,33844,751,2639,38662
PU,1.2,186,13308,422,2484,17075
PU,0.3,658,34144,1224,3599,40339
PU,0.1,1937,33627,2915,8976,48262
PU,0.3,1631,17226,3541,2519,25755
PU,1.4,176,17690,2686,1810,23092
PU,0.6,309,12633,423,2711,16789
PU,3.1,2086,49093,520,11767,67342
PU,1.2,966,54579,600,11272,71721
PU,0.1,946,32222,450,4602,39211
PU,0.2,441,20829,530,2705,25692
PU,0.4,1190,17241,810,3530,23397
PU,0.1,1636,16383,1069,3116,22898
PU,0.3,1853,12408,175,2435,17620
PU,0.1,744,27911,2801,4008,36137
PU,0.2,166,15659,237,2618,19502
PU,1.1,183,19964,170,1883,22459
PU,0.8,509,63064,821,6668,74089
PU,0.1,412,18850,1094,3156,24165
PU,0.9,32,6936,73,461,7604
PU,3.5,341,25152,914,3477,30354
PU,0.5,212,21644,329,2528,25701
PU,3.5,312,19299,572,3324,24123
PU,0.2,1605,24773,2155,9962,40294
PU,1.3,6832,55641,735,13617,79900
PU,2.3,1011,28899,556,5008,37134
PU,2,995,46617,629,7951,57781
PU,0.4,1359,21974,1091,5052,31753
PU,0.2,4220,32205,4374,8406,51432
PU,0.2,1187,19358,913,3569,25916
PU,0.2,3309,22536,557,4617,33451
PU,1.6,3281,88319,485,12192,107147
PU,0.7,4105,32340,3571,6156,47508
PU,0.6,3746,77752,1285,14237,99992
PU,0.6,529,46334,468,3934,52585
PU,0.8,280,26110,750,2660,30607
PU,0.9,1431,17876,1496,5218,27102
PU,0.6,604,17134,2184,3392,24112
PU,2.1,1121,12640,1270,2750,18700
PU,1.2,511,20197,563,2706,24681
PU,0.4,1159,30882,1435,5864,40314
PU,3.9,239,32910,176,3868,38590
PR,3.5,1157,42719,303,12353,64852
PU,1.7,5417,76060,613,17758,108557
PU,2.1,2281,24574,878,6429,35818
PU,1.3,1494,52302,524,10587,66796
PU,0.9,2025,11790,1321,3129,18876
PU,1.7,1996,17853,2343,4382,27184
PU,1,1256,15570,905,2896,21358
PU,1.4,351,13248,926,1363,16391
PU,0.7,1587,19823,1442,2670,26175
PU,0.7,560,7229,2565,518,10927
PU,1.4,1735,17334,1558,4154,25714
PR,0.4,290,23234,218,3140,27630
PU,0.5,599,12492,2041,2668,18315
PU,0.7,478,16085,112,2774,19934
PU,0.6,271,18481,291,2542,22406
PU,0.4,861,12185,1979,2432,18203
PU,0.9,406,10089,3358,1785,15873
PU,1.5,505,8394,486,1877,11893
PU,0.6,241,10935,751,1828,14230
PU,3,118,12579,454,1951,15409
PU,1.1,155,12240,712,1971,15617
PU,1.2,225,9828,421,1386,12200
PU,3.7,131,15917,408,1397,18221
PU,2.1,174,22342,167,2528,25541
PU,0.8,88,12174,635,875,14170
PU,1,155,15293,887,1231,17846
PU,1.6,405,20669,402,4174,26155
PU,1.3,220,7651,565,1654,11131
PU,0.3,671,33056,1155,5081,40794
PU,0.7,222,14860,13,1339,17054
PU,0.3,956,15296,758,3081,20955
PU,1.1,2430,26861,2556,7469,41163
PU,0.8,1285,15620,1299,5170,24407
PU,0.9,719,10794,1156,2356,15558
PU,1.2,260,14619,432,2245,18194
PU,0.6,1486,34284,1737,6069,44879
PU,1.9,1203,23195,1361,5263,32002
PU,0.8,430,10823,865,2859,15433
PU,1.1,246,12769,869,1644,15933
PU,1.4,91,8788,408,1365,10831
PU,0.7,107,11067,166,1271,12676
PU,1.9,559,24411,1137,4552,31658
PU,1.3,346,13317,273,2695,17120
PU,0.8,176,12156,881,2028,15727
PU,1.5,379,13889,229,2239,17096
PU,2.9,1740,21333,372,4483,28630
PU,1.9,291,16349,782,2308,20008
PU,1.5,291,18348,508,3447,23118
PU,1.3,2479,36232,944,5694,47030
PU,0.6,973,11774,687,2832,17192
PU,1.1,1743,20125,1056,4339,28246
PU,1.5,1550,24226,1163,4134,31701
PU,2.4,59,9549,370,920,11069
PU,1.8,312,26380,423,4568,32368
PU,0.6,381,19089,246,3853,24100
PU,1.1,202,9146,561,1647,11825
PU,0.5,296,16772,618,2800,20854
PU,0.9,168,14956,317,1789,17586
PU,2.7,292,16495,888,2302,20817
PU,1.3,172,16100,519,1792,19183
PU,0.8,244,12567,217,1637,15102
PU,0.8,466,16407,365,3184,21764
PU,0.3,456,15708,183,2731,20471
PU,0.4,483,18497,324,3067,23604
PU,0.8,157,11578,485,1337,14258
PU,0.6,637,31865,1362,3830,38784
PU,0.6,659,19117,1168,1616,23011
PU,2.9,102,5909,179,352,6633
PU,2.2,456,11910,312,1924,15016
PU,0.5,1064,34242,1443,4534,42329
PU,3.7,428,15073,604,1936,18340
PU,0.7,216,8960,126,497,9972
PU,1.2,154,15739,308,1658,18238
PU,1.8,383,25189,639,2760,29925
PU,1.5,188,15579,337,1059,17509
PU,0.9,86,14668,538,1648,17382
PU,1.3,492,11975,743,1675,15214
PU,1.9,1084,29071,338,4419,35697
PU,0.3,1375,14414,1710,2951,21069
PU,0.6,365,18892,403,1635,21953
PU,0.5,197,9513,1066,1129,12333
PU,2,746,12250,859,2555,17180
PU,1.6,807,63815,262,15150,83814
PU,1.1,286,10764,874,1757,14013
PU,0.4,116,13152,111,1519,15318
PU,1.3,186,20525,298,2023,23615
PU,0.1,8551,37451,1593,9700,59871
PU,0.4,5546,47082,1872,13579,70238
PU,2,264,14855,554,2541,18648
PU,0.8,1501,32811,1583,6145,43424
PU,0.7,2171,21495,1040,5932,31587
PU,0.5,199,16963,1292,2209,21042
PU,1,147,14170,277,1564,16367
PU,0.9,857,7950,84,2270,11873
PU,0.3,248,13452,795,1457,16277
PU,0.4,203,15097,735,1674,18125
PU,1.4,809,16873,201,3897,22255
PU,1.7,156,15444,353,2005,18357
PU,3.5,158,11680,250,1535,13972
PU,4.1,117,10765,521,1356,12960
PU,2,173,14928,82,1984,18032
PU,1.3,164,20088,137,2980,24387
PU,1.2,516,14017,689,2009,17650
PU,0.2,712,8109,13,3100,12408
PU,0.3,62,4474,771,464,5894
PU,1.2,164,16303,165,1710,18864
