RoadCategory,LinkLength_km,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,AllMotorVehicles
PU,0.3,658,16435,729,3490,22213
PU,1.3,288,17728,555,2172,21090
PU,2.2,352,14432,313,2779,18259
PU,2.1,328,9819,866,1817,13368
PU,0.4,141,5133,17,600,6004
PU,2.6,72,17837,920,1942,21474
PU,1.2,151,14846,941,1343,17697
PU,0.5,202,23299,345,3060,29235
PU,0.6,167,12602,245,1606,14945
PU,0.7,2232,13763,766,4166,21586
PU,1.8,2575,22449,872,6561,34498
PU,0.6,1899,40570,876,8210,53710
PU,1.5,606,15974,580,2224,20156
PU,0.6,3323,29134,1066,5838,40493
PU,1.2,3136,27370,651,6356,39720
PU,0.6,1569,9608,849,3431,15781
PU,0.3,2430,22759,333,4213,30097
PU,1.2,609,6508,793,1111,9168
PU,0.7,3233,30983,497,7605,44156
PU,0.9,1911,15985,165,3383,21710
PU,0.1,276,8954,295,2110,12502
PU,0.6,474,18210,624,2163,21905
PU,2.3,301,20641,29,2652,24199
PU,4.1,84,21483,202,1832,24420
PU,0.4,1716,12731,319,3235,18447
PU,1.3,682,8482,1030,1507,11967
PU,1,1039,14281,1191,3215,20040
PU,1.3,151,13160,387,1247,15248
PU,0.7,154,14439,265,2112,17363
PU,0.4,438,10392,267,2597,14002
PU,0.4,990,8401,884,1979,12587
PU,0.8,3324,14387,664,4550,23745
PU,0.8,1200,15953,239,4284,22003
PU,0.6,1258,6792,987,1460,10899
TM,1.3,1080,78823,1217,8334,92737
PU,1.6,466,23099,473,3976,29459
PU,0.9,702,34836,2666,4966,45223
PU,1.3,341,16710,486,3049,20997
PU,1,73,12949,1069,1503,15949
PU,0.2,575,7492,2445,1474,12293
PU,1,1513,13005,86,3053,18251
PU,1,408,8035,869,927,10537
PU,0.6,455,22140,141,2889,26517
PU,0.3,3088,50591,1592,5684,61641
PU,0.3,1314,13168,612,3418,19435
PU,0.4,153,9524,140,1155,11088
PU,1.2,1127,8566,1308,1673,13074
PU,0.9,2196,25091,334,5202,34162
PU,0.2,2778,12292,1696,4743,22219
PU,0.1,1578,14868,881,2905,20834
PU,0.4,7600,59950,820,14497,86895
PU,0.2,595,27495,1811,2521,33541
PU,2.6,540,16662,367,2854,20806
PU,0.9,1694,10616,197,2582,15524
PU,0.4,152,6638,511,987,8868
PU,0.2,608,17026,1663,2136,21902
PU,0.4,310,19094,969,2531,24071
PU,0.2,913,12844,71,2555,16836
PU,0.2,1305,21444,828,4418,29225
PU,0.2,1087,16683,645,3824,22847
PU,0.4,51,2556,180,466,3310
PU,0.5,93,9753,816,1295,12155
PU,0.1,1270,10495,595,2179,15197
PU,0.1,2271,14931,1797,1955,21445
PU,0.9,288,18560,179,3242,22741
PU,0.3,934,16987,1468,3852,24041
PU,0.9,1660,11297,1004,2399,16808
PU,0.5,2066,20781,847,6643,32170
PU,0.2,1577,11185,311,2770,16147
PU,0.2,411,11288,1114,2086,15232
PU,0.2,2784,34579,1899,7284,47838
PU,0.5,391,16834,2555,1947,22397
PU,0.2,1067,6150,1544,1348,10382
PU,0.4,623,17749,1375,3352,23772
PU,0.3,264,17542,793,2234,21429
PU,1,6282,44066,1486,7698,61957
PU,0.2,4685,36116,2551,6296,51080
PU,0.5,221,18582,419,2797,22267
PU,0.2,1535,13458,2127,3578,22127
PU,0.2,327,17568,88,1799,19961
PU,2,871,16303,419,2249,20294
PU,1.1,276,18914,964,2580,23152
PU,0.2,2535,13674,1824,4305,22965
PU,0.7,871,18009,538,3677,24403
PU,0.1,1977,19009,1489,4986,29958
PU,0.2,2379,17664,2313,2732,25666
PU,0.3,2239,13340,575,3439,20209
PR,0.3,4056,77163,222,13454,99154
PU,1.1,3196,124383,475,17979,152956
PU,2.7,730,70682,349,11637,90624
PU,0.2,2367,20999,3440,4375,32195
PU,1.4,828,14169,66,3424,18577
PU,1.1,2990,57753,606,13272,79255
PU,0.4,656,11389,420,3591,16669
PU,0.8,178,7889,65,1424,9794
PU,0.1,4661,31276,708,7300,45961
PU,0.1,2036,13080,1683,3425,20891
PU,0.4,237,5151,60,1804,7348
PU,0.2,230,30811,843,3487,36380
PU,0.5,856,32368,2357,3543,39714
PU,0.2,911,32222,659,3064,38131
PU,0.3,119,11148,418,2417,14940
PU,1,1158,28618,663,5507,37184
PU,0.1,410,25061,866,3106,30250
PU,1.6,214,19326,720,2819,23514
PU,1.8,601,46744,548,7962,58533
PU,0.5,124,10158,391,1824,12734
PU,1.8,75,4185,496,853,5839
PU,0.5,3102,64650,1125,10513,82051
PU,0.3,693,18475,826,3288,23710
PU,4.5,260,16303,322,2937,20276
PU,1.3,250,6005,739,1645,8864
PU,1.9,284,18578,428,2731,23666
PU,1.9,415,33642,257,5398,42698
PU,1.7,113,18035,241,1748,20757
PU,0.9,4374,61039,444,9975,79560
PU,1.2,636,54142,433,6243,65999
PU,0.8,1678,5999,532,2747,11466
PU,2,823,33522,138,6723,42532
PU,1,1916,15930,856,5112,24848
PU,0.5,582,29298,169,4508,35599
PU,0.5,1459,19785,1033,5108,28924
PU,1,2624,20919,1705,5707,32460
PU,1.8,2283,20469,1651,4858,30986
PU,0.7,2585,27940,3422,5355,41761
PU,0.4,456,5967,1492,1933,10823
PU,0.9,2099,82008,616,8227,94853
PU,0.3,2232,8476,1458,2758,15582
PU,1.6,2600,19559,1341,4804,29581
PU,0.4,1422,18262,1331,2990,25298
PU,1,1661,65131,450,7965,77072
PU,1.9,180,20403,1260,1978,24711
PU,0.4,2485,29091,3623,7195,43184
PU,0.1,792,16570,1370,3800,23430
PU,1.4,84,9704,147,1222,11372
PU,2.1,641,9007,1237,2431,14078
PU,1,381,19375,250,1909,22253
PU,1.6,1629,19851,940,4646,28719
PU,0.7,925,12551,893,2069,16864
PU,3.5,401,38157,427,6232,47758
PU,1.9,780,37039,371,7309,47098
PU,1.1,1120,17824,1134,3937,24777
PU,0.5,2065,13758,1100,3243,20675
PU,1.5,342,14942,739,2242,18536
PU,0.5,1460,32351,2274,4524,41641
PU,2.8,399,17693,399,3033,22800
PU,2.7,265,21509,121,3478,26384
PU,1.1,488,19977,307,3418,25222
PU,0.7,528,12281,951,2375,16854
PU,0.8,177,22199,317,2092,25403
PR,1.4,438,28613,248,4345,34339
PU,0.4,252,2135,563,766,3880
PU,0.1,560,7228,2565,518,10926
PU,0.3,743,16933,2927,1716,23009
PU,2.5,1847,43937,671,9846,60137
PU,0.3,639,53299,690,5125,61256
PU,1.3,281,10089,642,1387,12853
PU,0.7,78,13489,681,1660,16349
PU,0.9,89,7842,88,887,9060
PU,1.5,96,7785,116,731,8921
PU,0.6,620,16392,1144,4242,23411
PU,0.1,1315,18687,779,5102,27461
PU,1.9,239,12631,1184,1829,16289
PU,0.2,123,12025,229,1583,14265
PU,4.4,138,16955,446,1558,19486
PU,1.1,205,20730,560,2484,24234
PU,0.2,2700,32246,1913,9567,48076
PU,0.9,1041,21819,151,3663,27755
PU,1.1,262,14636,62,2563,18162
PU,0.4,1359,17141,776,3580,23960
PU,0.6,501,20525,144,2672,25053
PU,0.3,3748,24894,1129,5643,36364
PU,1.1,525,9665,103,2289,13129
PU,0.7,385,12640,988,1734,16114
PU,0.3,443,5006,5047,880,11668
PU,1.1,945,21375,417,4186,27928
PU,1.2,325,26496,378,3996,32339
PU,1.4,125,6607,156,910,8045
PU,0.9,584,17650,440,2154,21146
PU,1.2,483,13780,981,2212,18042
PU,1.5,259,19661,744,2455,23790
PU,2.8,254,13123,256,1104,15058
PU,0.3,194,8250,245,1589,10603
PU,0.9,1061,42181,705,7547,53013
PU,0.4,304,25173,2983,3237,32088
PU,1,487,15130,1104,2308,19729
PU,1.5,129,12959,409,1354,15295
PU,0.1,1171,13088,2335,3182,20701
PU,3.3,455,28750,166,4439,35318
PU,0.6,245,18194,474,1761,20994
PU,1.9,248,14753,759,2186,18201
PU,1.6,223,12580,1205,2118,16604
PU,3.8,157,16143,364,1629,18636
PU,1.3,836,11890,956,1766,15669
PU,2.5,251,20064,525,2857,24130
PU,0.6,371,35251,207,4361,43527
PU,0.2,730,28220,1732,3101,34714
PU,1.7,2196,30664,1484,5683,41069
PU,0.2,136,4213,45,521,5052
PU,1.4,745,17161,580,1853,21080
PU,1.2,242,15893,347,1148,18221
PU,3.1,771,45413,299,4991,53011
PU,1.3,1437,15334,835,4315,22501
PU,7.6,168,12143,418,2150,15288
PU,0.3,850,10040,877,2362,14633
PU,0.7,175,17634,696,2059,20968
PU,0.3,604,25120,712,5007,32078
PU,1,1093,37873,218,11214,53916
PU,2.1,355,25758,370,5056,35021
PU,1.3,2502,17730,1606,4038,26432
PU,2,115,13822,195,1342,15655
PU,2.1,1917,9932,2798,2535,17931
PU,0.3,1307,10904,86,3199,16124
PU,1.1,320,11659,419,1738,14605
PU,1.2,152,16288,654,2528,20056
PU,1.9,511,13061,837,2543,17173
PU,0.5,815,30129,940,4470,37526
PU,0.4,251,11464,157,1556,14196
PU,0.6,980,17346,1120,2764,23102
PU,0.9,398,25749,641,3715,31370
PU,0.6,2599,37396,2375,6938,51189
PU,0.4,251,18100,121,1932,20793
PU,0.7,108,11506,511,1703,13982
PU,2,404,16709,184,3467,21751
PU,1.4,1218,11124,754,2617,16306
PU,0.7,222,13956,988,1386,16994
PU,1.2,1455,16847,2370,3745,25577
PU,2.3,200,15938,334,3425,20783
PU,0.7,252,9453,1041,995,12019
PU,0.3,632,2149,325,612,3979
PU,2.7,212,15327,195,2467,18898
PU,1.6,491,21198,487,2306,25197
PU,0.5,4501,38406,884,8876,55167
PU,2.4,562,23514,496,1652,26682
PU,0.8,163,9657,528,1129,11696
PU,1.4,260,14235,490,1231,16517
PU,0.6,956,19262,716,4476,26012
PU,0.2,745,13993,2112,2150,19341
PU,0.4,1640,11814,693,4294,19359
PU,2.6,247,30976,1050,2675,35347
PU,0.4,1424,13520,144,3280,19086
PU,1.4,224,15341,494,2147,18616
PU,0.8,3400,19309,1414,4913,30524
PU,2.8,1290,14200,789,3135,20153
PU,0.4,941,27325,1578,4310,34817
PU,0.8,214,21641,1330,2311,25910
PU,0.7,862,10732,813,2956,16200
PU,0.8,892,8233,649,2391,12414
PU,2.3,221,22838,869,2966,27236
PU,0.7,641,52832,486,7062,63514
PU,1,247,11138,1680,1468,14774
PU,2.1,284,18674,312,2881,23819
PU,0.3,2209,11928,1126,3782,19614
PU,3.4,138,14985,234,1658,17370
PU,0.6,130,21696,556,1803,24581
PU,0.4,646,11682,154,2758,15605
PU,1.2,166,24867,356,2778,29206
PU,1.3,379,33533,954,5584,43611
PU,1,303,8162,759,1312,10773
PU,0.6,1864,18505,941,4822,27196
PU,0.9,417,16890,266,2918,21455
TM,0.6,291,20021,631,6407,30107
PU,5.2,245,13960,116,2894,18814
PU,0.5,3098,18388,955,5361,29141
PU,0.8,513,13585,643,2584,17498
PU,0.3,944,16446,958,3963,23140
PU,0.3,1409,8487,138,2278,13056
PU,0.9,85,7483,247,1418,9408
PU,0.5,1935,15707,291,4399,23188
PU,0.2,1599,12703,288,3245,18558
PU,0.2,180,20249,178,2067,23230
PU,0.3,135,12400,875,1678,15467
PU,0.3,200,14664,291,1520,17301
PU,0.3,986,16811,545,3755,22867
PU,1.1,359,11791,692,1906,15342
PU,0.3,1768,10288,1265,2913,16864
PU,0.2,1128,14251,2690,3878,22819
PU,0.2,4639,54714,1998,10563,74002
PU,0.4,3035,9604,241,3238,16460
PU,0.3,412,10028,677,1690,13208
PU,0.9,106,13778,368,853,15395
PU,1.5,73,7053,1109,622,9064
PU,1.6,425,12517,925,1222,15294
PU,0.3,427,18063,480,1704,21086
PU,0.8,515,28902,1338,3930,35506
PU,0.7,519,13417,202,4883,20382
PU,0.5,5063,28690,1078,6872,43023
PU,0.8,1418,18030,651,4151,25349
PU,0.8,110,8017,44,1205,9559
PU,0.1,2336,12435,1757,2931,19825
PU,0.6,818,7214,953,1824,11059
PU,0.7,166,14421,34,1601,16659
PU,1.9,400,12856,698,1995,16428
PU,0.5,354,19805,459,2546,24748
PU,1.7,106,11402,220,2001,14437
PU,0.4,339,23150,523,2663,27891
PU,0.2,588,28221,995,5931,37382
PU,0.3,456,2849,274,1391,5395
PR,2.9,161,11169,143,1099,12856
PU,0.3,4649,11661,343,5357,22571
PU,0.2,61,9182,440,713,10474
PU,0.1,1190,11784,432,4019,18218
PU,0.3,482,6964,701,1819,10512
PU,0.2,1444,13447,737,4318,20564
PU,0.3,1158,12975,1280,3067,19219
PU,0.2,697,24485,1008,2737,29736
PU,1.3,148,13207,74,2140,16119
PU,0.4,1110,11952,394,2836,16991
PU,0.9,546,25615,316,4215,31965
PU,0.3,278,8067,32,1473,10159
PU,1.2,532,16871,1071,2462,21351
PU,0.1,2235,18678,2625,8549,33348
PU,0.2,1440,14336,863,3854,21718
PU,0.7,351,17736,887,2078,21641
PU,0.3,984,11553,1659,2615,17127
PU,0.7,382,9170,964,2009,13135
PU,0.8,296,19381,298,2622,23085
PU,0.3,1313,11967,1447,3043,18535
PU,0.2,2525,34927,1888,5564,45779
PU,0.3,1285,15620,1299,5170,24407
PU,0.3,323,7591,537,1551,10303
PU,0.2,736,11464,1534,2257,16284
PU,0.3,1029,7756,303,3976,14095
PU,2.3,330,14700,395,3276,19657
PU,1,1701,18611,1316,5251,27876
PU,0.6,3829,28300,795,7587,41925
PU,0.3,288,13688,96,2675,17268
PU,0.2,1673,26226,1363,4926,35824
PU,0.1,1896,15887,783,4317,24104
PU,0.1,78,13489,681,1659,16348
PU,0.8,115,16943,373,1881,19667
PU,0.6,172,17793,384,1571,20434
PU,2.9,259,14495,200,2404,18585
PU,0.6,738,27858,549,6739,37104
PU,1.9,720,22160,472,4553,31024
PU,0.3,2465,19965,781,5220,29146
PU,0.5,462,14950,187,2217,18196
PU,1,238,18989,619,1235,21810
PU,1.2,400,14628,196,2544,18658
PU,0.3,2479,36232,944,5694,47030
PU,1,771,45413,299,4991,53011
PU,1.3,1134,78333,813,16017,103785
PU,0.4,518,40018,238,6382,51840
PU,0.2,2066,27708,736,5204,37162
PU,1.1,869,16029,456,3125,20544
PU,1.1,2524,49492,600,12068,69282
PU,0.2,480,38747,2031,5056,46882
PU,1,480,14270,590,3472,19927
PU,0.7,4444,27903,829,6321,41595
PU,0.4,885,6416,501,1515,9914
PU,0.5,475,7362,258,1953,10392
PU,0.3,981,22933,676,6098,31780
PU,0.2,237,8747,197,1297,10713
PU,0.8,220,12739,724,1099,15194
PU,1,491,18811,348,1722,22025
PU,1.4,251,17760,482,4410,24856
PU,5.2,328,15730,144,3034,21680
PU,2.2,170,22236,205,2776,26371
PU,0.4,487,20922,124,3317,26264
PU,0.6,1296,28631,719,7920,42281
PU,0.2,547,57489,1258,5133,66617
PU,1.3,506,16836,2044,2308,22110
PU,0.7,538,20504,730,2723,25548
PU,0.3,960,15292,463,3716,21234
PU,1.2,259,12582,93,2668,16089
PU,0.4,463,23542,675,4395,29771
PU,0.2,971,17038,947,2659,22517
PU,0.6,4883,28555,908,10189,47891
PU,0.8,394,9137,1225,1385,12306
PU,3.5,2248,57480,625,11027,77262
PU,1,150,11046,244,1536,14080
PU,0.5,142,12657,1054,1226,15517
PU,0.9,1114,10456,989,2887,15760
PU,0.2,7600,59950,820,14497,86895
PU,0.5,136,7922,39,1172,9447
PU,0.6,111,7696,460,1144,9563
PU,0.7,297,19850,913,2964,24400
PU,0.5,270,9019,304,1972,11874
PU,0.1,308,7683,707,1771,10928
PU,0.4,114,2376,14,511,3084
PU,0.3,1467,19851,1100,4676,28093
PU,0.3,746,10549,1425,2749,16041
PU,0.2,476,4477,6,911,5940
PU,0.1,1810,8439,5,3321,13985
PU,0.4,2906,12224,550,2836,19047
PU,0.2,2243,21353,1046,4779,31276
PU,0.6,819,4276,193,1741,7370
PU,0.4,187,10407,918,1505,13317
PU,0.6,358,10586,1212,2389,14828
PU,0.8,994,23634,1738,2903,29949
PU,0.3,135,7446,642,1237,9651
PU,0.6,127,8061,696,1404,10483
PU,0.1,213,13686,305,2021,16479
PU,0.5,212,3728,1140,878,6939
PU,0.2,212,3728,1140,878,6939
TM,1.1,700,25502,226,8992,41092
PU,0.4,83,4982,687,479,6302
PU,1.9,1920,57075,331,14144,81290
PU,0.5,173,18353,350,2580,22059
PU,0.6,192,15579,889,2081,19160
PU,0.5,780,37039,371,7309,47098
PU,0.6,682,44551,524,5112,52104
PU,0.9,157,16143,364,1629,18636
PU,2,49,12013,312,1393,13895
PU,0.9,770,13371,699,2224,17393
PU,0.7,1011,28899,556,5008,37134
PU,0.5,770,14237,798,2422,18422
PU,0.6,1765,63173,444,14651,90655
PU,0.3,513,13585,643,2584,17498
PU,0.2,958,57271,330,8775,71039
PU,0.2,123,13788,235,1788,16151
PU,1,192,8587,491,1098,10590
PU,0.5,72,7870,176,1055,9490
TM,0.5,268,13303,110,2610,17109
PU,2.3,85,9623,362,998,11264
PU,1.9,1047,28768,293,6462,38017
PU,1.3,69,8654,494,917,10419
PU,2,584,17650,440,2154,21146
PU,2.3,205,15797,289,2543,19055
PU,0.3,166,14421,34,1601,16659
PU,1.2,1724,61549,536,13188,81341
PR,2.6,896,34511,297,7339,44825
PU,1.7,137,8341,572,1465,10680
PU,2.3,229,14231,548,1388,16679
PU,1.6,472,21871,380,2729,25982
PU,1,530,22913,358,3911,28340
PU,0.4,136,7366,436,857,8889
PU,1.2,381,19089,246,3853,24100
PU,0.8,292,16495,888,2302,20817
PU,1.6,155,18301,325,2004,21487
PU,0.2,1610,12196,2631,3040,20192
PU,0.2,3748,24894,1129,5643,36364
PU,0.1,1873,12269,761,4260,19646
PU,1,695,14700,406,2434,18898
PU,1.7,154,8205,130,1459,10547
PU,1.8,1049,12378,996,2651,17561
PU,0.9,295,22580,234,2827,26989
PU,1.1,273,25486,1018,2798,30591
PU,0.6,555,27522,693,5467,35135
PU,1.2,186,10251,1387,1851,14065
PU,0.3,897,71509,642,13783,92294
PU,0.2,168,14765,143,2873,18603
TM,2.7,612,79489,422,17460,115165
PU,1.2,140,11122,207,2158,14301
PU,0.5,329,13261,45,2111,15994
PU,0.4,153,11041,220,1316,12881
TM,2.3,841,61115,525,15613,84588
TM,3.7,624,76557,323,17602,115426
TM,0.2,518,80430,439,12853,114223
PR,0.1,450,50538,71,10179,65561
PU,1,3640,61972,586,16147,87711
PU,0.1,2434,36088,780,6780,48822
PU,0.5,312,14562,1029,1866,18375
PU,0.5,943,34597,458,7222,45659
PU,0.2,578,13620,415,2615,17578
PU,0.3,207,7804,274,1443,10238
PU,0.1,2248,57480,625,11027,77262
PU,1.7,773,15246,1082,3814,22067
PU,0.1,1176,16991,693,4653,24741
PU,2.3,621,16454,487,1910,19868
PU,0.1,2196,25091,334,5202,34162
PU,0.1,468,11177,654,2038,14775
PU,0.2,3704,81053,1622,11397,100304
PU,0.1,1814,20853,1146,2582,26999
PU,0.3,2077,30445,2305,5313,41002
PU,0.7,417,16890,266,2918,21455
PU,0.6,1333,18463,1095,4293,26322
TM,1,1341,66517,550,13052,85558
PU,0.5,391,50015,438,4082,56705
PU,0.1,150,11046,244,1536,14080
PU,0.2,601,46744,548,7962,58533
PU,0.1,2011,17893,1421,3816,25701
PU,0.2,1556,15360,203,2389,19934
PU,0.3,2117,24551,1591,4023,33173
PU,0.5,1661,65131,450,7965,77072
PU,0.2,441,23304,336,3004,27355
PU,0.2,3281,88319,485,12192,107147
PU,0.3,1677,12938,2906,2824,20895
PU,0.3,2700,32246,1913,9567,48076
PU,0.5,391,50015,438,4082,56705
PU,0.3,2624,20919,1705,5707,32460
PU,0.3,1252,19874,1212,4707,28468
PU,0.9,483,13780,981,2212,18042
PU,0.7,622,21593,574,3526,27507
PU,1.4,509,11532,210,2628,15786
PU,0.4,820,91804,676,12714,112317
PU,0.1,192,15392,361,1350,17658
PU,1,97,10849,68,926,12181
PU,0.8,207,7804,274,1443,10238
PU,0.3,5080,76305,1020,20448,110608
PU,0.9,487,20922,124,3317,26264
PU,0.2,823,27135,541,3106,32822
PU,1.5,124,11257,708,1698,14143
PU,0.1,158,11680,250,1535,13972
PU,0.6,271,18481,291,2542,22406
PU,0.1,801,98475,333,15717,121101
PU,0.4,123,12025,229,1583,14265
PU,0.2,1160,48675,441,8544,63060
PU,1.1,1070,26983,13,6762,35329
PU,0.1,622,24147,137,4276,29811
PR,0.1,990,48362,109,8386,59924
PU,0.1,163,8480,504,1256,10743
PU,0.2,274,10153,378,1636,13146
PU,0.2,2227,16092,623,4570,24468
PU,0.1,1041,21819,151,3663,27755
PU,0.2,232,15552,910,2521,19610
PU,0.6,255,16712,604,2497,20922
PU,1.3,151,13241,295,1722,16471
PU,0.4,151,13241,295,1722,16471
PU,1.5,375,13574,272,3067,18182
PU,1.5,155,18202,170,1627,21297
PU,0.1,214,13105,79,2392,15977
PU,0.3,3593,79556,1172,21691,112398
PU,1,2893,84249,397,18622,113415
PU,0.4,2893,84249,397,18622,113415
PU,1.1,2294,78102,508,17006,104169
PU,1.2,2665,51964,429,12848,71945
PU,1.4,2782,61562,543,13880,83335
PU,0.3,2990,57753,606,13272,79255
PU,2,3903,66050,528,10856,83872
PU,1.6,3903,66050,528,10856,83872
PU,0.1,2922,59059,760,12913,78538
PU,0.3,2922,59059,760,12913,78538
PU,0.2,2922,59059,760,12913,78538
PU,0.7,2741,45049,763,7712,58441
PU,0.4,2741,45049,763,7712,58441
PU,0.2,2741,45049,763,7712,58441
PU,0.2,2258,20436,483,6452,32083
PU,0.4,574,28753,368,4858,35175
PU,0.2,198,4912,44,1403,6655
PU,0.2,134,10696,66,2037,13210
PU,0.1,1364,54083,390,11342,70428
PU,0.2,1559,61809,446,12962,80488
PU,0.5,297,16423,1202,2211,20598
PU,0.7,170,15722,265,3140,21510
PR,0.5,151,15235,60,2213,18147
PR,0.1,151,15235,60,2214,18149
PU,0.4,475,33837,958,4391,40392
PU,0.3,258,11553,306,2777,15331
PU,0.1,1017,69483,476,12621,89384
PU,0.2,1556,10394,1580,2634,17171
PU,0.2,885,37935,879,5822,47229
PU,0.4,614,22989,713,7321,34055
PU,0.1,2083,28239,132,6230,37993
PU,0.2,1087,16683,645,3824,22847
PU,0.8,175,13050,438,2095,16246
PU,0.2,310,22387,593,3271,27140
PU,0.5,112,5410,129,1011,6876
PU,1,162,7346,144,1493,9494
PU,1.2,944,55040,248,7396,67964
PU,0.6,1056,60450,377,8407,74840
PU,0.3,1472,20449,2707,5237,31177
PU,0.1,1687,22086,2176,7140,34238
PU,0.2,229,3957,44,625,4931
PU,0.2,70,1856,45,400,2486
PU,0.1,599,12492,2041,2668,18315
PU,0.1,734,7700,1666,1434,11829
PU,0.1,599,12492,2041,2668,18315
PU,0.1,734,7700,1666,1434,11829
PU,0.1,84,21483,202,1832,24420
PU,0.1,65,8786,598,967,10617
PU,0.1,114,13174,457,856,14852
PU,0.2,144,12039,113,1213,13768
PU,0.2,532,40738,432,3804,46893
PU,1.1,1203,72834,844,8410,87683
PU,0.2,271,18571,570,3116,23361
PU,0.1,371,14080,1792,2849,19665
PU,0.1,430,34283,649,3708,40214
PU,0.1,767,3601,1777,1228,7663
PU,0.2,1179,3575,31,1136,6103
PU,0.2,1053,9225,118,2943,13795
PU,0.1,2202,15119,1733,2813,22710
PU,0.1,388,2485,11,562,3508
PU,0.1,3423,12089,252,3800,19968
PU,0.1,2590,17604,1744,3375,26218
PU,0.2,2329,10998,1507,2263,17657
PU,0.1,2188,11166,1400,2045,17291
PU,0.1,784,10279,471,3169,15112
PU,0.1,201,18990,413,3953,24366
PU,0.5,201,18990,413,3953,24366
PU,0.1,244,19499,1238,1219,22619
PU,0.2,244,19499,1238,1219,22619
PU,0.2,244,19499,1238,1219,22619
PU,0.2,244,19499,1238,1219,22619
PU,0.1,73,5028,85,672,6041
PU,0.1,290,20114,339,2689,24164
PU,0.5,792,16570,1370,3800,23430
PU,0.3,792,16570,1370,3800,23430
PU,0.1,195,15425,63,2186,18512
PU,0.2,657,21152,2891,3410,28679
PU,0.1,657,21152,2891,3410,28679
PU,0.2,657,21152,2891,3410,28679
PU,0.8,465,21004,1777,3609,27904
PU,0.2,159,19019,1392,2260,23384
PU,0.3,57,6681,3,556,7384
PU,0.2,31,3303,288,267,3924
PU,0.1,31,3303,288,267,3924
PU,0.1,182,16971,487,1729,19894
PU,0.1,724,57703,567,8146,69894
PR,0.6,76,8830,134,1112,10347
PU,0.4,180,13282,127,1321,15185
PU,0.6,198,12818,683,1977,16350
PU,2.7,288,13307,357,2258,16674
PU,0.2,365,12984,577,1195,15345
PU,0.1,2625,10991,781,4537,19688
PU,0.1,2122,22229,2177,3913,31384
PU,0.1,623,17749,1375,3352,23772
PU,0.3,2378,17392,2821,3281,26544
PU,0.3,25,1255,11,225,1570
PU,0.4,1303,16327,1645,3383,23196
PU,0.1,22,295,151,63,551
PU,0.2,83,5228,13,777,6166
PU,0.2,86,3812,41,579,4626
PU,0.1,138,9332,40,1244,10882
PU,0.2,1079,42335,293,5177,50095
PU,0.2,63,1383,10,309,1857
PU,0.3,766,45817,264,7021,56833
PU,0.3,733,17601,195,4100,23142
PU,0.2,61,6807,48,855,8023
PU,0.2,62,6807,48,855,8025
PU,0.1,3748,24894,1129,5644,36364
PU,0.1,3613,19936,3292,4332,32247
PU,0.1,312,938,399,295,2071
PU,0.1,286,963,191,297,1852
PU,0.4,6473,30109,1912,8448,49770
PU,0.1,6327,31670,1970,8646,52257
PU,0.1,1262,10115,557,2894,15629
PU,0.1,1262,10115,557,2894,15629
PU,0.2,1427,8254,1573,3154,14965
PU,0.2,5080,76305,1020,20448,110608
PU,0.5,1551,32325,563,5257,41026
PU,0.2,1551,32325,563,5257,41026
PU,0.1,364,18621,1027,3142,23755
PU,1.4,258,7932,647,1323,10558
PU,1.8,97,14116,354,1247,16072
PU,2.5,81,10872,55,1724,12927
PU,0.2,295,27090,181,3097,31365
PU,0.2,3068,53951,2458,8978,70486
PU,2.1,118,14628,326,2116,17526
PR,1.8,249,8384,100,1780,10798
PR,0.2,1207,70729,581,12414,91121
PR,0.9,966,56583,464,9932,72896
PU,0.3,1111,64753,292,8701,79958
PU,1.6,141,12754,147,1946,15304
PU,0.6,178,12398,158,1220,14269
PU,0.6,698,51614,413,8261,64088
PU,1.1,110,12216,93,1108,13943
PR,3.2,153,16205,175,1790,18586
PR,2.3,88,9204,181,1585,11342
PR,0.4,151,10010,102,1505,12055
PR,0.4,130,10716,243,1690,12927
PR,1.1,126,16331,174,2580,19643
PU,1.8,92,14586,215,1444,16721
PU,1,171,11457,1044,1096,14117
PU,0.8,416,23217,312,4631,29122
PR,0.4,142,12679,71,2054,15474
PR,2.4,191,26601,147,4459,33224
PR,2.5,82,11480,44,1737,14457
PR,2.4,132,13803,73,1973,16345
PR,0.9,241,19573,110,3165,24008
PR,0.4,900,31909,100,6015,41069
PR,1.7,453,14864,104,2442,18469
PR,0.4,215,18932,261,2856,22928
PR,1.7,81,7184,237,1361,9033
PU,1,211,22909,209,2193,25923
PU,0.3,61,689,1577,134,2529
PU,0.9,562,31871,489,5695,40052
PU,0.7,1038,27707,745,6187,37204
PU,0.6,360,2890,54,820,4312
PU,1,168,13154,923,1409,15916
PU,1.4,432,17421,692,3088,22163
PU,0.5,189,20745,1333,2119,24848
PU,1.1,262,13254,886,2665,17582
PU,0.6,1407,11437,972,4215,18923
PU,1.8,273,10824,421,1694,13487
PU,1.2,164,5947,624,1061,8019
PU,0.3,870,5405,475,2374,9453
